Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","4221.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2015","2015","7021","Annual value","USD","2780.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","7021","Annual value","USD","1525.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","7021","Annual value","USD","1335.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","7021","Annual value","USD","2110.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2363.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1296.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1135.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1794","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2015","2015","7021","Annual value","USD","10975.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2016","2016","7021","Annual value","USD","6020.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2017","2017","7021","Annual value","USD","5342.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2018","2018","7021","Annual value","USD","7035.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","6585.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","3612.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","3205.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","4221.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01239.01","Okra","2015","2015","7021","Annual value","USD","1634.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01239.01","Okra","2016","2016","7021","Annual value","USD","756.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01239.01","Okra","2017","2017","7021","Annual value","USD","802.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01239.01","Okra","2018","2018","7021","Annual value","USD","958.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01323","Oranges","2015","2015","7021","Annual value","USD","1070.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01323","Oranges","2016","2016","7021","Annual value","USD","1005","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01323","Oranges","2017","2017","7021","Annual value","USD","1259.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01323","Oranges","2018","2018","7021","Annual value","USD","1369.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2015","2015","7021","Annual value","USD","3399.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2016","2016","7021","Annual value","USD","2724.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2017","2017","7021","Annual value","USD","2975.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2018","2018","7021","Annual value","USD","2507.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01329","Other citrus fruit, n.e.c.","2015","2015","7021","Annual value","USD","3026.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01329","Other citrus fruit, n.e.c.","2016","2016","7021","Annual value","USD","1164","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01329","Other citrus fruit, n.e.c.","2017","2017","7021","Annual value","USD","1065.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01329","Other citrus fruit, n.e.c.","2018","2018","7021","Annual value","USD","1054.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2015","2015","7021","Annual value","USD","3399.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2016","2016","7021","Annual value","USD","2724.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2017","2017","7021","Annual value","USD","2975.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2018","2018","7021","Annual value","USD","2507.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01290.90","Other vegetables, fresh n.e.c.","2015","2015","7021","Annual value","USD","1422.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01290.90","Other vegetables, fresh n.e.c.","2016","2016","7021","Annual value","USD","849.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01290.90","Other vegetables, fresh n.e.c.","2017","2017","7021","Annual value","USD","785.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01290.90","Other vegetables, fresh n.e.c.","2018","2018","7021","Annual value","USD","833.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01317","Papayas","2015","2015","7021","Annual value","USD","1246.8","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01317","Papayas","2016","2016","7021","Annual value","USD","1054.8","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01317","Papayas","2017","2017","7021","Annual value","USD","714.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01317","Papayas","2018","2018","7021","Annual value","USD","718.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01318","Pineapples","2015","2015","7021","Annual value","USD","1097.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01318","Pineapples","2016","2016","7021","Annual value","USD","1083.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01318","Pineapples","2017","2017","7021","Annual value","USD","936.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01318","Pineapples","2018","2018","7021","Annual value","USD","1136.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01313","Plantains and cooking bananas","2015","2015","7021","Annual value","USD","630.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01313","Plantains and cooking bananas","2016","2016","7021","Annual value","USD","716","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01313","Plantains and cooking bananas","2017","2017","7021","Annual value","USD","528.9","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01313","Plantains and cooking bananas","2018","2018","7021","Annual value","USD","556.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2015","2015","7021","Annual value","USD","728.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2016","2016","7021","Annual value","USD","844.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2017","2017","7021","Annual value","USD","908.2","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2018","2018","7021","Annual value","USD","1111.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2015","2015","7021","Annual value","USD","541.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2016","2016","7021","Annual value","USD","269.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2017","2017","7021","Annual value","USD","424.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","498.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2015","2015","7021","Annual value","USD","731.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2016","2016","7021","Annual value","USD","420.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2017","2017","7021","Annual value","USD","467.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2018","2018","7021","Annual value","USD","469","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0113","Rice","2015","2015","7021","Annual value","USD","158","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0113","Rice","2016","2016","7021","Annual value","USD","131.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0113","Rice","2017","2017","7021","Annual value","USD","164.3","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0113","Rice","2018","2018","7021","Annual value","USD","151.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0141","Soya beans","2015","2015","7021","Annual value","USD","3315.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0141","Soya beans","2016","2016","7021","Annual value","USD","2809.6","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0141","Soya beans","2017","2017","7021","Annual value","USD","2143.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","0141","Soya beans","2018","2018","7021","Annual value","USD","1721.9","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.01","String beans","2015","2015","7021","Annual value","USD","1631.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.01","String beans","2016","2016","7021","Annual value","USD","948.8","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.01","String beans","2017","2017","7021","Annual value","USD","1023","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01241.01","String beans","2018","2018","7021","Annual value","USD","934","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2015","2015","7021","Annual value","USD","777.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2016","2016","7021","Annual value","USD","486.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2017","2017","7021","Annual value","USD","603","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2018","2018","7021","Annual value","USD","802","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2015","2015","7021","Annual value","USD","1434.1","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2016","2016","7021","Annual value","USD","710.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2017","2017","7021","Annual value","USD","1352.9","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2018","2018","7021","Annual value","USD","1732.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01234","Tomatoes","2015","2015","7021","Annual value","USD","2005.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01234","Tomatoes","2016","2016","7021","Annual value","USD","1319.7","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01234","Tomatoes","2017","2017","7021","Annual value","USD","1042.4","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01234","Tomatoes","2018","2018","7021","Annual value","USD","1038.5","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01221","Watermelons","2015","2015","7021","Annual value","USD","1361","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01221","Watermelons","2016","2016","7021","Annual value","USD","700","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01221","Watermelons","2017","2017","7021","Annual value","USD","462.8","A","Official figure"
"PP","Producer Prices","740","Suriname","5532","Producer Price (USD/tonne)","01221","Watermelons","2018","2018","7021","Annual value","USD","443.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01341","Apples","2015","2015","7021","Annual value","USD","745.1","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01341","Apples","2016","2016","7021","Annual value","USD","676.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01341","Apples","2017","2017","7021","Annual value","USD","959.9","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01341","Apples","2018","2018","7021","Annual value","USD","1009.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0115","Barley","2015","2015","7021","Annual value","USD","146.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0115","Barley","2016","2016","7021","Annual value","USD","137.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0115","Barley","2017","2017","7021","Annual value","USD","158.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0115","Barley","2018","2018","7021","Annual value","USD","224.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01212","Cabbages","2015","2015","7021","Annual value","USD","510.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01212","Cabbages","2016","2016","7021","Annual value","USD","501.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01212","Cabbages","2017","2017","7021","Annual value","USD","437.1","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01212","Cabbages","2018","2018","7021","Annual value","USD","644","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2015","2015","7021","Annual value","USD","424.2","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2016","2016","7021","Annual value","USD","396.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2017","2017","7021","Annual value","USD","390.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2018","2018","7021","Annual value","USD","530.9","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2015","2015","7021","Annual value","USD","848","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2016","2016","7021","Annual value","USD","1023.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2017","2017","7021","Annual value","USD","936.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","1113.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2015","2015","7021","Annual value","USD","1145.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2016","2016","7021","Annual value","USD","1259.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2017","2017","7021","Annual value","USD","1260.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","1351.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2015","2015","7021","Annual value","USD","1578","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2016","2016","7021","Annual value","USD","1526.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2017","2017","7021","Annual value","USD","1536","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2018","2018","7021","Annual value","USD","1496.2","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0117","Oats","2015","2015","7021","Annual value","USD","129.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0117","Oats","2016","2016","7021","Annual value","USD","128.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0117","Oats","2017","2017","7021","Annual value","USD","113.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0117","Oats","2018","2018","7021","Annual value","USD","207.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","7021","Annual value","USD","320","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","7021","Annual value","USD","251.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","7021","Annual value","USD","228.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","7021","Annual value","USD","329.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","301.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","328.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","290.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","366.1","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2015","2015","7021","Annual value","USD","373.9","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2016","2016","7021","Annual value","USD","389.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2017","2017","7021","Annual value","USD","377.1","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2018","2018","7021","Annual value","USD","413.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2015","2015","7021","Annual value","USD","371.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2016","2016","7021","Annual value","USD","360.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2017","2017","7021","Annual value","USD","448.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2018","2018","7021","Annual value","USD","461.2","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0116","Rye","2015","2015","7021","Annual value","USD","134.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0116","Rye","2016","2016","7021","Annual value","USD","137.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0116","Rye","2017","2017","7021","Annual value","USD","143.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0116","Rye","2018","2018","7021","Annual value","USD","207.9","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01354","Strawberries","2015","2015","7021","Annual value","USD","3288.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01354","Strawberries","2016","2016","7021","Annual value","USD","2892.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01354","Strawberries","2017","2017","7021","Annual value","USD","3621.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01354","Strawberries","2018","2018","7021","Annual value","USD","2572.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01801","Sugar beet","2015","2015","7021","Annual value","USD","29.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01801","Sugar beet","2016","2016","7021","Annual value","USD","29.7","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01801","Sugar beet","2017","2017","7021","Annual value","USD","29.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01801","Sugar beet","2018","2018","7021","Annual value","USD","34.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01234","Tomatoes","2015","2015","7021","Annual value","USD","1604.1","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01234","Tomatoes","2016","2016","7021","Annual value","USD","1512.8","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01234","Tomatoes","2017","2017","7021","Annual value","USD","1420.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01234","Tomatoes","2018","2018","7021","Annual value","USD","1315.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01191","Triticale","2015","2015","7021","Annual value","USD","138.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01191","Triticale","2016","2016","7021","Annual value","USD","131.6","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01191","Triticale","2017","2017","7021","Annual value","USD","137.3","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","01191","Triticale","2018","2018","7021","Annual value","USD","204.5","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","167.4","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","150.1","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","151.1","A","Official figure"
"PP","Producer Prices","752","Sweden","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","213.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01341","Apples","2015","2015","7021","Annual value","USD","1046.4","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01341","Apples","2016","2016","7021","Annual value","USD","988.4","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01341","Apples","2017","2017","7021","Annual value","USD","1211.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01341","Apples","2018","2018","7021","Annual value","USD","977.6","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01343","Apricots","2015","2015","7021","Annual value","USD","2664.2","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01343","Apricots","2016","2016","7021","Annual value","USD","2694.4","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01343","Apricots","2017","2017","7021","Annual value","USD","2853.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01343","Apricots","2018","2018","7021","Annual value","USD","2454.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01216","Artichokes","2015","2015","7021","Annual value","USD","4754.9","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01216","Artichokes","2016","2016","7021","Annual value","USD","5406","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01216","Artichokes","2017","2017","7021","Annual value","USD","4265.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01216","Artichokes","2018","2018","7021","Annual value","USD","6084.6","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01211","Asparagus","2015","2015","7021","Annual value","USD","9851.6","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01211","Asparagus","2016","2016","7021","Annual value","USD","10133","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","01211","Asparagus","2017","2017","7021","Annual value","USD","9731","A","Official figure"
